,CIK Number_x,Data Year - Fiscal_x,SIC_2,BigR,SmallR,RES,Industry Specialization (sale)_national,Industry Specialization (sale)_city,Office Size_sales,Big4,New Client,Tenure,Same MSA,INTEGRATED AUDIT,Historical is accelerated filer,Busy,WorkloadCompression,HI_pre_sq,Auditor resigned_revised,Log_AuditFee,Log_TaxFee,Log_AuditRelatedFee,Log_OtherFee,NonAuditFeeRatio,Influence,AbnormalLAF,Log Audit Report Lag,Due_to_Auditor,Going concern,SOX404auditorWeak,Disc. Accruals,Abs (Disc. Accruals),Abs(Accruals),Abs(Accruals/CFO),DD Residual,Small Profit,Prior ROA meet,Current Assets - Total,Accounts Payable - Trade,Assets - Total,Common/Ordinary Equity - Total,Cash and Short-Term Investments,Cost of Goods Sold,Common Shares Issued,Common Shares Outstanding,Debt in Current Liabilities - Total,Long-Term Debt - Issuance,Long-Term Debt - Total,Depreciation and Amortization,Income Before Extraordinary Items,Inventories - Total,Investment and Advances - Other,Short-Term Investments - Total,Current Liabilities - Total,Liabilities - Total,Net Income (Loss),Operating Activities - Net Cash Flow,Operating Income Before Depreciation,"Property, Plant and Equipment - Total (Gross)","Property, Plant and Equipment - Total (Net)",Preferred/Preference Stock (Capital) - Total,Retained Earnings,Receivables - Total,Sales/Turnover (Net),Sale of Common and Preferred Stock,Income Taxes Payable,Income Taxes - Total,Working Capital (Balance Sheet),Interest and Related Expense - Total,Price Close - Annual - Calendar
312,6314,2006,36,1,0,1,0.374380407,1,0.513889754,1,0,0.294117647,1,1,1,0,0.324094491,0.456250174,0,0.721844231,0.711283696,0.54866414,0,0.258249641,0.348654687,0.833764149,0.551005509,0,0,1,0.505882151,0.004482197,0.002584566,0.013182146,0.00207552,0,0,0.0007787,0.000284164,0.000686868,0.144340523,0.000620397,0.000311691,0.000915095,0.000599921,0,1.00925E-05,0,0.000250959,0.168157567,0.000468354,0.000293215,0.000532725,0.000185705,7.44319E-05,0.168164052,0.305224054,0.164572475,0.000226167,0.000146686,0.016305876,0.364229362,0.000550886,0.000465393,0.012754808,0.000324048,0.378260663,0.136427063,5.08837E-05,0.010062323
354,6885,2008,56,0,1,1,0.411507983,1,0.858656094,1,0,0.058823529,1,1,1,0,0.016682109,0.144327397,0,0.756429915,0,0,0.573929658,0.017205624,0.00774024,0.844718343,0.555705443,0,0,0,0.5030053,0.010143507,0.027048639,0.057506175,0.01669058,0,0,0.002324784,0.004085877,0.002786355,0.145897389,0.000197667,0.00521468,0.001902901,0.001290067,0.000492064,0.000424745,0.000403469,0.002734691,0.167547362,0.006655458,0,0,0.002629101,0.001402305,0.167547362,0.307795405,0.166161348,0.001791068,0.001948741,0.016305876,0.364842995,0,0.006574507,0.012629225,0.000257181,0.378776406,0.137238633,0.000898511,0.004674221
361,6955,2009,35,0,1,1,0.367285131,0.533744609,0.653473016,1,0,0.470588235,1,1,1,0,0.188213454,0.342184591,0,0.785645056,0.842443587,0.591721523,0,0.477967172,0.274416289,0.844709002,0.555705443,0,0,0,0.502640614,0.010861167,0.007715266,0.034765122,0.003006533,0,0,0.002275006,0.004527775,0.005690057,0.147565404,8.56739E-05,0.003941591,0.002307312,0.002307312,0.000218852,0.001996266,0.003521013,0.002418524,0.168256792,0.003399623,0,0,0.003643343,0.00362023,0.168176409,0.307512711,0.167214257,0.000918008,0.000685354,0.016305876,0.367286249,0.004885036,0.005378887,0.030125437,0.002292672,0.378120172,0.136572864,0.006573745,0.010498584
373,7039,2012,29,1,0,1,0.001908052,0.007640753,0.40268035,0,0,0.117647059,0,1,1,1,1,0.112960416,0,0.679633854,0.591132252,0,0.622223583,0.200001336,0.637851523,0.84364398,0.593752195,0,0,0,0.506684465,0.002903335,0.008353948,0.021201118,0.042842531,0,0,0.000258735,0.000263559,0.000436705,0.143832838,7.15591E-05,0.000942646,0.0008109,0.0008109,6.66608E-05,4.02644E-05,0.000125297,0.000186771,0.168149408,0.000208223,0,0,0.000188929,0.000168185,0.168149408,0.3053075,0.164639313,0.000200502,0.000217669,0.016305876,0.364101595,0.000533484,0.000973898,0.011967657,0.000276668,0.378362414,0.135671301,0.000135744,0.004708215
435,8063,2005,37,1,1,1,0.277784659,1,0.609591945,1,0,0.294117647,1,0,0,1,0.803171729,0.401706357,0,0.693661405,0.601442282,0.507272092,0,0.099447723,0.058813345,0.854626092,0.484539086,0,0,0,0.501807088,0.012501451,0.003852454,0.022838193,0.079221146,0,0,0.000238372,0.000226571,0.000241028,0.143515773,3.36965E-05,0.000287461,0.000295889,0.000269176,0.000348911,1.00925E-05,9.06707E-05,0.000119571,0.168085248,0.000410119,0,0,0.000383638,0.00018087,0.168085248,0.305020321,0.164396107,9.19198E-05,0.000108606,0.016305876,0.36406741,0.000396878,0.000330636,0.011996358,0.000274096,0.378211478,0.135527822,0.000171021,0.006090652
508,8868,2013,28,0,1,1,0.313465434,0.354206832,0.985461942,1,0,0.764705882,1,1,1,1,0.935819226,0.111535472,0,0.881567718,0,0.64288671,0,0.010416667,0.013605264,0.881844785,0.553375735,0,0,0,0.509316757,0.002276666,0.007639561,0.041417857,0.01165119,0,0,0.021764643,0.037469197,0.023553203,0.149600058,0.008565945,0.017436959,0.025513729,0.014784183,0.008288511,0.022461029,0.022286655,0.010418726,0.168023842,0.021279387,0.0096495,0.000248967,0.034721899,0.02365453,0.167623832,0.31435458,0.181571419,0.007212215,0.007395592,0.016305876,0.375910068,0.023963438,0.043129753,0.014772727,0.004639155,0.384351855,0.146640908,0.019880064,0.009756374
509,8868,2014,28,0,1,1,0.334398354,0.363827986,0.989839339,1,0,0.823529412,1,1,1,1,0.934465203,0.115918211,0,0.874158427,0,0.64288671,0,0.011904762,0.011678535,0.877489791,0.54859333,0,0,0,0.506512722,0.003241306,0.012388384,0.08528173,0.020146267,0,0,0.018545395,0.037423223,0.01994166,0.144998766,0.007380813,0.015867234,0.025564838,0.014811441,0.006044441,0.00106611,0.021681245,0.008198791,0.164983293,0.017398481,0.008889208,0.000167574,0.031726254,0.022890413,0.164983293,0.311261634,0.179781691,0.006718144,0.006649292,0.016305876,0.372892952,0.019977384,0.038349387,0.011975524,0.003867611,0.398993505,0.143726701,0.018108078,0.005320113
519,8947,2014,36,1,1,1,0.019459247,0.081134434,0.680727938,0,0,0.235294118,1,1,1,0,0.046026428,0.103161468,0,0.727488339,0.788923174,0.632454519,0,0.543024867,0.092263289,0.805262062,0.543636981,0,0,0,0.508335444,0.000345556,0.005167934,0.018465022,0.007749753,0,0,0.001868202,0.002072195,0.003398997,0.145729386,0.00016946,0.002815633,0.000876729,0.000876729,0.000964024,0.000175691,0.002780504,0.002145597,0.168582927,0.002991578,0,0,0.002311312,0.002278953,0.168582927,0.307010275,0.16674215,0.001044237,0.001043456,0.016305876,0.365292093,0.003946413,0.003546134,0.011946387,0.00054285,0.3790948,0.136762646,0.002739101,0.026583569
560,9389,2011,34,0,1,1,0.214997699,1,0.744133572,1,0,0.647058824,1,1,1,1,0.933256754,0.147825699,0,0.864631186,0.909587792,0.6832426,0.650163419,0.410875623,0.346936139,0.873137775,0.543636981,0,0,0,0.507029241,0.002224854,0.006375228,0.0218735,0.014329601,0,0,0.014525402,0.035412884,0.026427562,0.15021147,0.001246855,0.0352348,0.01114193,0.005462392,0.019724892,0.012490713,0.023729783,0.013964134,0.171609641,0.02269505,0,0,0.028764703,0.02604344,0.171591387,0.321617199,0.184256863,0.01305514,0.012024671,0.016305876,0.374355948,0.028596557,0.037394267,0.017671911,0.000257181,0.385783737,0.139631575,0.030138078,0.020232295
561,9389,2012,34,0,1,1,0.271548072,1,0.747141499,1,0,0.705882353,1,1,1,1,0.91345867,0.147711555,0,0.858628652,0.936435943,0.699980402,0.605395724,0.546022067,0.35542453,0.866637867,0.543636981,0,0,0,0.507651661,0.001000004,0.005478442,0.021591494,0.022172849,0,0,0.014634879,0.039575664,0.027234763,0.1496253,0.00130927,0.035696513,0.011210416,0.005101662,0.009690503,0.022433875,0.027149293,0.013120651,0.171292174,0.02210043,0,0,0.026125498,0.027412499,0.171269951,0.319942293,0.184306246,0.013542244,0.012147816,0.016305876,0.375558848,0.029215354,0.03784822,0.019682401,0.000257181,0.384405029,0.14133493,0.030284389,0.025354108
562,9389,2013,34,0,1,1,0.356756617,0.968226534,0.757319063,1,0,0.764705882,1,1,1,1,0.899831828,0.155233225,0,0.854398866,0.904837068,0.720714736,0.501834594,0.445826953,0.275678512,0.860141545,0.54859333,0,0,0,0.50709903,0.002087519,0.005060397,0.021194438,0.011940203,0,0,0.01542499,0.041744823,0.028369197,0.150103772,0.003128326,0.034210872,0.011252189,0.004842334,0.018631514,0.024797846,0.028004611,0.013908519,0.171292967,0.021759739,0,0,0.029869667,0.028344606,0.171296142,0.319692465,0.184270486,0.014308896,0.012592093,0.016305876,0.377154225,0.026994597,0.036689081,0.01673951,0.000257181,0.383820122,0.140289153,0.030528241,0.029269122
604,10456,2013,38,0,1,1,0.42930956,0.991417739,0.855453316,1,0,0.764705882,1,1,1,1,0.936372371,0.178537229,0,0.894055701,0.796199497,0.79017233,0.758363755,0.171148635,0.119820156,0.866471663,0.541089531,0,0,0,0.511507854,0.006588494,0.004171535,0.015205112,0.020970455,0,0,0.062583281,0.04609986,0.09384931,0.190844533,0.020551867,0.033084452,0.0232886,0.018502827,0.045851336,0.05486267,0.071505253,0.037549206,0.184036128,0.074041941,0.010328504,0,0.091527578,0.076645297,0.184036128,0.361195658,0.233703426,0.040045285,0.041572008,0.016305876,0.399407339,0.091437367,0.066104619,0.085955711,0.030129778,0.398533936,0.172575803,0.036624525,0.039405099
605,10456,2014,38,1,1,1,0.418893135,0.994301776,0.865645429,1,0,0.823529412,1,1,1,1,0.944414158,0.166929712,0,0.892269745,0.830138639,0.864977252,0.827281951,0.402813696,0.13611357,0.86280085,0.553375735,0,0,0,0.518612094,0.020568819,0.004156787,0.015509248,0.018192901,0,0,0.064754052,0.052828851,0.094023447,0.18892055,0.021995682,0.037129416,0.0232886,0.018480339,0.074905211,0.000628617,0.06692948,0.046076723,0.183512306,0.075311594,0.006072778,0,0.093635222,0.078311978,0.187885426,0.361494748,0.233975887,0.042985906,0.046168708,0.016305876,0.398334667,0.088044981,0.072220854,0.065705128,0.033492918,0.396862775,0.174489583,0.038575336,0.041524079
637,12208,2013,38,0,1,1,0.087239164,0.430938655,0.822808895,1,1,0,1,1,1,1,0.862156276,0.112454208,0,0.848533552,0.760292379,0,0.789600939,0.165249479,0.072403976,0.872150916,0.59199366,1,0,0,0.506880005,0.002518534,0.00262288,0.022824327,0.024588823,0,0,0.010934283,0.006206972,0.012294079,0.155639133,0.00457906,0.004018719,0.000980515,0.000980481,7.87409E-05,1.08166E-05,0.003833222,0.006829614,0.168684889,0.010607762,0.018068665,0.002213321,0.007554543,0.00530017,0.168684889,0.30801872,0.170363276,0.003156349,0.002279003,0.016305876,0.370961186,0.013276165,0.009246565,0.013583479,0.003576304,0.379451327,0.14683849,0.010007498,0.070033994
671,13055,2009,73,1,0,1,6.73736E-05,0.000922006,0.222155301,0,1,0,0,0,0,0,1,0.18927734,0,0.588132813,0,0,0,0,1,0.847766087,0.635554798,0,1,0,0.179927034,0.645924321,0.974717609,0.114752177,0.188525472,0,0,1.73912E-06,9.826E-05,1.95179E-06,0.143360879,7.14388E-07,2.36926E-05,0.077702048,0.077685012,9.17027E-06,1.00925E-05,0,1.33474E-05,0.168005294,3.13181E-06,4.82953E-06,2.39391E-07,4.21529E-05,1.19931E-05,0.168005294,0.304895178,0.164155746,4.09307E-07,3.60942E-07,0.016307984,0.363790879,2.19877E-07,9.04874E-06,0.012250437,0.000257181,0.378138175,0.135384597,0.000134118,6.85552E-06
795,17843,2013,33,0,1,1,0.394991267,1,0.846150648,1,0,0.705882353,1,1,1,0,0.012729773,0.174235089,0,0.770659526,0.793415239,0.565477179,0.530254055,0.350140707,0.012960058,0.828916614,0.546137685,0,0,0,0.507163419,0.001960809,0.002180918,0.013164948,0.003897361,0,0,0.008016841,0.010561591,0.010458777,0.150682649,0.001936427,0.008612669,0.001871418,0.001798093,0,0.004490625,0.005316696,0.004834129,0.169227045,0.013949256,0.000258213,0,0.0065275,0.00696567,0.169227045,0.308717606,0.170211498,0.006372121,0.00620183,0.016305876,0.367139623,0.010742556,0.009848685,0.012281469,0.000257181,0.380808234,0.143209709,0.004566198,0.035240793
823,18230,2011,35,0,1,1,0.394022975,1,0.767488891,1,0,0.647058824,0,1,1,1,1,1,0,0.947512738,0.922653999,0.797708598,0.807785668,0.206030151,0.898417208,0.876498497,0.541089531,0,0,0,0.509991193,0.003603879,0.002325957,0.012177162,0.018632878,0,0,0.238522124,0.341088809,0.295475321,0.215637551,0.023514696,0.203152051,0.027765741,0.022063272,0.425359316,0.233239151,0.219496313,0.113277265,0.207179536,0.307763929,0.683785205,0.000558579,0.442620918,0.300020282,0.207179536,0.428262285,0.368196989,0.079324209,0.076408204,0.016305876,0.431748959,0.570077899,0.260503,0.029865967,0.000257181,0.44346538,0.222179895,0.198704401,0.051331445
824,18230,2012,35,0,1,1,0.384843159,1,0.768873326,1,0,0.705882353,0,1,1,1,1,1,0,0.948031188,0.888412356,0.828957742,0.71916746,0.162729659,0.890184044,0.874171708,0.535847171,0,0,0,0.508476985,0.000624091,0.000448043,0.003442087,1.25451E-05,0,0,0.266022734,0.282241481,0.324171755,0.241715093,0.04250237,0.220147865,0.027765775,0.022319363,0.546292214,0.241611863,0.244205487,0.130146918,0.213155869,0.328988298,0.792138861,0.001292711,0.4611248,0.316466636,0.213155869,0.397139288,0.389789524,0.086889124,0.087374467,0.016305876,0.446938578,0.613142355,0.285353453,0.019522145,0.000257181,0.474153975,0.251222189,0.20553224,0.050769688
861,18926,2011,48,0,1,1,0.222240602,1,0.675120078,1,0,0.647058824,0,1,1,1,1,1,0,0.883175725,0.791701292,0.747797564,0,0.115799416,0.851027169,0.852522141,0.555705443,0,0,0,0.507230152,0.001829486,0.005880218,0.035407721,0.01566062,0,0,0.022039274,0.058471173,0.203664869,0.260197671,0.000962604,0.031139088,0.021074511,0.021074511,0.021162155,0.061892731,0.187923479,0.186595374,0.172615221,0,0,0,0.062284005,0.155698022,0.172615221,0.378841992,0.275270758,0.085858601,0.103165672,0.016305876,0.36866576,0.062162332,0.066503128,0.026952214,0.038141964,0.392381025,0.130908003,0.179196292,0.021076487
862,18926,2012,48,0,1,1,0.199053534,1,0.680911147,1,0,0.705882353,0,1,1,1,1,1,0,0.877096714,0.778295944,0.650643877,0,0.065600738,0.717383479,0.846618629,0.560248682,0,0,0,0.507854116,0.000601597,0.008906922,0.035747364,0.017262148,0,0,0.022602298,0.050446538,0.195977417,0.251570598,0.001586753,0.037840892,0.021317928,0.021317928,0.053125827,0.058920796,0.170711533,0.222930011,0.174234307,0.002645111,0,0,0.071210501,0.153136271,0.174234307,0.411636376,0.294649547,0.093141937,0.101021253,0.016305876,0.362484439,0.061534112,0.079606252,0.027972028,0.035471235,0.396103156,0.126499959,0.221463863,0.022164306
863,18926,2013,48,0,1,1,0.137318151,1,0.683711873,1,0,0.764705882,0,1,1,1,1,1,0,0.880459218,0.873381218,0.711293635,0.744807405,0.25179537,0.77863565,0.839153339,0.555705443,0,0,0,0.505467803,0.005297585,0.010187046,0.04276268,0.006378135,0,0,0.024441511,0.04643422,0.187876388,0.239802329,0.001263398,0.037278676,0.019886152,0.019886152,0.034608941,0.037438378,0.177583992,0.210463152,0.166170623,0.003533868,0,0,0.068327987,0.152541028,0.166170623,0.402734038,0.290835093,0.099589242,0.098972377,0.016305876,0.361336428,0.06209951,0.078389069,0.022581585,0.033789665,0.395723347,0.130853582,0.217724808,0.018045326
872,19149,2007,27,0,1,1,0.003815411,1,0.435708562,0,1,0,0,0,0,0,0.259133686,0.579825208,0,0.657240904,0.528910276,0.576121105,0.59423887,0.279241202,0.261935022,0.81476537,0.608634373,0,0,0,0.507612969,0.001076146,0.001585479,0.012281093,0.014017447,0,0,0.000269138,0.000229496,0.000541318,0.14364652,4.36228E-05,0.000494933,0.000339638,0.000339638,0.000221938,0.000232686,0.000698492,0.000194094,0.168115749,0.000243456,0,0,0.000274505,0.000443059,0.168115749,0.305084185,0.164523789,0.000224747,0.000155295,0.016305876,0.364034343,0.000749843,0.000639428,0.01196722,0.000257181,0.378259828,0.1356363,0.000283355,0.002560963
873,19149,2008,27,0,1,1,0.00414473,1,0.459729778,0,0,0.058823529,0,0,0,0,0.254165919,0.514327193,0,0.672273715,0.528270875,0.561244558,0.510067663,0.147713402,0.226182588,0.831882924,0.598895619,0,0,0,0.512688589,0.008912044,0.002787407,0.017144715,0.00756482,0,0,0.000241337,0.000243748,0.000512538,0.143664099,6.0159E-08,0.000526213,0.000340286,0.000340286,0.000313817,2.16785E-05,0.000583684,0.00025856,0.168115288,0.000254227,0,0,0.000282207,0.000394263,0.168115288,0.305113566,0.164584463,0.000223153,0.000143888,0.016305876,0.364045386,0.00077271,0.000713252,0.011954254,0.000354811,0.378179916,0.135591485,0.000978982,0.001643059
874,19149,2009,27,0,1,1,0.005832127,1,0.46377814,0,0,0.117647059,0,0,0,0,0.238355904,0.495488263,0,0.671475587,0.5264347,0.559594055,0.548922342,0.164930731,0.211238373,0.824691372,0,0,0,0,0.502703466,0.010737481,0.034963844,0.140872478,0.013370728,0,0,0.000216345,0.000193803,0.000366491,0.14350184,8.77569E-06,0.000476952,0.000340286,0.000340286,0.002898774,1.91441E-05,8.078E-06,0.000252118,0.167849068,0.000236198,0,0,0.00119581,0.000344306,0.167849068,0.305130245,0.164432702,0.000228106,0.00013487,0.016305876,0.363941616,0.000638774,0.000620438,0.011946387,0.000394872,0.377540735,0.135020553,0.000889732,0.000957507
875,19149,2010,27,0,1,1,0.00590777,1,0.431066938,0,0,0.176470588,0,0,0,0,0.351752452,0.769203413,0,0.670844753,0.570335308,0.559594055,0.590443866,0.227195274,0.340357111,0.847525901,0.611731883,0,0,0,0.509106298,0.001862507,0.007379065,0.038488914,0.0148355,0,0,0.000185529,0.000172028,0.000334609,0.143504577,6.0159E-08,0.000435403,0.000340286,0.000340286,0.000241778,0.000798485,0.000460208,0.0002086,0.168071367,0.000205049,0,0,0.000255815,0.000303407,0.168071367,0.305071659,0.16447243,0.000221557,0.00011876,0.016305876,0.363943367,0.000570738,0.000571387,0.011946387,0.000368561,0.378156557,0.135526017,0.00092696,0.000679887
921,20212,2005,79,0,1,1,0.206473691,0.925436665,0.680441905,1,0,0.294117647,1,1,1,1,0.848400968,0.289651728,0,0.743729587,0.55242414,0,0.430925443,0.016079388,0.057770205,0.853053453,0.584723426,0,0,0,0.50226724,0.011595925,0.005747868,0.02940951,0.001762714,0,0,0.000521323,0.001777164,0.001866687,0.145147025,0.000208233,0.001583805,0.000447411,0.000447411,0,0.008208034,0.000297364,0.001148063,0.168169163,0,0,3.94676E-05,0.001848265,0.000874395,0.168693763,0.304908162,0.16505095,0.001386002,0.00183937,0.016305876,0.364687189,0.001345112,0.001779331,0.012519668,0.000257181,0.378512325,0.135080869,0.00053566,0.020810198
