,CIK Number_x,Data Year - Fiscal_x,SIC_2,BigR,SmallR,RES,Industry Specialization (sale)_national,Industry Specialization (sale)_city,Office Size_sales,Big4,New Client,Tenure,Same MSA,INTEGRATED AUDIT,Historical is accelerated filer,Busy,WorkloadCompression,HI_pre_sq,Auditor resigned_revised,Log_AuditFee,Log_TaxFee,Log_AuditRelatedFee,Log_OtherFee,NonAuditFeeRatio,Influence,AbnormalLAF,Log Audit Report Lag,Due_to_Auditor,Going concern,SOX404auditorWeak,Disc. Accruals,Abs (Disc. Accruals),Abs(Accruals),Abs(Accruals/CFO),DD Residual,Small Profit,Prior ROA meet,Current Assets - Total,Accounts Payable - Trade,Assets - Total,Common/Ordinary Equity - Total,Cash and Short-Term Investments,Cost of Goods Sold,Common Shares Issued,Common Shares Outstanding,Debt in Current Liabilities - Total,Long-Term Debt - Issuance,Long-Term Debt - Total,Depreciation and Amortization,Income Before Extraordinary Items,Inventories - Total,Investment and Advances - Other,Short-Term Investments - Total,Current Liabilities - Total,Liabilities - Total,Net Income (Loss),Operating Activities - Net Cash Flow,Operating Income Before Depreciation,"Property, Plant and Equipment - Total (Gross)","Property, Plant and Equipment - Total (Net)",Preferred/Preference Stock (Capital) - Total,Retained Earnings,Receivables - Total,Sales/Turnover (Net),Sale of Common and Preferred Stock,Income Taxes Payable,Income Taxes - Total,Working Capital (Balance Sheet),Interest and Related Expense - Total,Price Close - Annual - Calendar
88,2186,2013,36,0,0,0,0.01708680837196382,0.5293709809474775,0.5746498804688395,0.0,0.0,0.17647058823529413,0.0,0.0,0.0,1.0,1.0,0.05329311354444965,0.0,0.6644687955515212,0.0,0.0,0.0,0.0,0.053619961566075625,0.8525603373833615,0.5689045795154626,0.0,0.0,0.0,0.5152261451923809,0.01390566152439682,0.002267848531896268,0.01747133761273714,0.03369629225226647,0.0,0.0,0.0001759138197446372,3.9705228384473666e-05,0.00012342731974368144,0.1435494401938567,5.9805532531382226e-05,7.197846690054752e-05,0.0004629821131760253,0.0004629821131760253,0.0,1.0092512282165043e-05,0.0,7.795262843796236e-05,0.16807655737835028,0.0002449372579723639,0.0,0.0,3.8061586622654086e-05,1.1477173520048679e-05,0.16807655737835028,0.30496648428015977,0.16433001839111777,1.712120992205756e-05,5.546826896537081e-06,0.016305875737981444,0.3639718127450734,8.933283075763287e-05,0.00012561672560191929,0.011953962703962704,0.00025718129302840866,0.3781577348171218,0.13563952001306087,4.681946285070704e-05,0.0019093484419263457
89,2186,2014,36,0,0,0,0.01945924724506895,0.4597405885167595,0.5942947961678402,0.0,0.0,0.23529411764705882,0.0,0.0,0.0,1.0,1.0,0.07477620701815396,0.0,0.6650694429945727,0.0,0.0,0.0,0.0,0.03614190660549832,0.8472011174897812,0.5667915981000623,0.0,0.0,0.0,0.5064819319376963,0.0033018964249844933,0.005776323731699457,0.024242733408683034,0.007602070189891235,0.0,0.0,0.00020272003303075991,5.8638353077280585e-05,0.0001341766921615442,0.1435596098184837,8.550845095113129e-05,8.589951137332915e-05,0.00046557165104777815,0.00046557165104777815,0.0,1.0092512282165043e-05,0.0,6.451252008658953e-05,0.16808037492956182,0.0002563006538713841,0.0,0.0,5.48762533513103e-05,1.6547764971472413e-05,0.16808037492956182,0.30500133711008287,0.1643401845923302,1.9112588356532215e-05,6.8048153888617594e-06,0.016305875737981444,0.363977635312815,0.00010258826485739414,0.0001427179267286909,0.011967365967365967,0.00025718129302840866,0.37817235747654676,0.13566854416659863,4.681946285070704e-05,0.0027195467422096316
103,2491,2013,73,0,0,0,0.21538481621811914,0.8662874964255446,0.769253782117291,1.0,0.0,0.6470588235294118,1.0,1.0,1.0,0.0,0.056091885626898,0.7428480960932716,0.0,0.7974369492073495,0.8114135434031722,0.5360155169988252,0.0,0.3023152937333261,0.07541952161746951,0.8764536682354689,0.5557054425000038,0.0,0.0,0.0,0.5036956411285648,0.008784995801985537,0.005939934867498793,0.012762426834936768,0.05126107774086102,0.0,0.0,0.0030846037872769017,0.0010809434965343605,0.003552640375094834,0.14404377482106395,0.0005727659997884811,0.0014235486935497792,0.002225537436437919,0.0013238671640669183,0.0010852217617494048,0.00302728601965587,0.005103746854156034,0.004100577058003847,0.16919009182758318,0.001447552743508898,0.0032177592884808496,0.00010324933369507972,0.003516899902366451,0.0037923306201994725,0.16919009182758318,0.3085446964232305,0.16983144881138887,0.0012165522446550647,0.0007900804687997623,0.016305875737981444,0.3662572584782398,0.00780553461490137,0.004327348922204379,0.017138986013986012,0.0013793819735696763,0.3810465266436249,0.1378206670113285,0.0029925440005410253,0.04444759206798867
113,2969,2013,28,0,0,0,0.173222859300114,0.20890008890320133,0.8184294018061291,1.0,0.0,0.6470588235294118,0.0,1.0,1.0,0.0,0.10306627751291658,0.17423508884418287,0.0,0.8563536899346557,0.6828536714814297,0.751546596125975,0.0,0.1176470588235294,0.08519434068257647,0.8536654569454625,0.5533757349780251,0.0,0.0,0.0,0.5145633155969677,0.012601289227809053,0.0027979720714217194,0.014490293803071368,0.03883219012866999,0.0,0.0,0.021514410294586832,0.042860749166608154,0.0647578001507662,0.18287430725392087,0.003387009970626783,0.032667019472436595,0.00849961289816104,0.007195439851066137,0.05366810686888281,0.01399780161246666,0.044493233135636474,0.04204469095559959,0.17603752470296913,0.018799331315995513,0.07244775976665231,0.0,0.0500193717358625,0.04530639599996472,0.1759581577339143,0.33250760921198474,0.20540664804849804,0.05669303452980536,0.04763370772203231,0.016305875737981444,0.39492220432441355,0.05608744817188089,0.04410609853738945,0.04493006993006993,0.006488881854870617,0.38983250408295034,0.13732506144957507,0.027293145760692722,0.0633314447592068
114,2969,2014,28,0,0,0,0.18465846083118517,0.2953402042720727,0.8371318329883736,1.0,0.0,0.7058823529411765,0.0,1.0,1.0,0.0,0.08433632086536146,0.16751664226019192,0.0,0.8581528310281296,0.6828536714814297,0.751546596125975,0.0,0.1142857142857143,0.06642047558064514,0.8546624368932197,0.5485933295012155,0.0,0.0,0.0,0.529558297024542,0.04210968549937537,0.006137745249896689,0.022489592958616463,0.00794566763664413,0.0,0.0,0.02061169464063409,0.030953360148990736,0.06450022153393586,0.18469003118759678,0.0025312486727428027,0.03322724449303532,0.008499646971027773,0.007275851816557409,0.05704964288863416,0.006964723546778554,0.04245349430668239,0.044357316496059944,0.17590180718588536,0.018227987388111815,0.06933486348204466,0.0,0.04591876268848699,0.04396202788384377,0.1759383159916506,0.3434103344534562,0.2078809345412438,0.05870647488279606,0.05059608484256566,0.016305875737981444,0.39537243984602305,0.05508857896720693,0.045226253200860364,0.03257575757575758,0.007972620083880668,0.39203919632344564,0.13841618822163568,0.025748753756936762,0.08171671388101982
126,3116,2013,28,0,0,0,0.173222859300114,0.12209059518728146,0.8264499265373437,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.7969124677330076,0.17853722882623224,0.0,0.7638667583815231,0.634160538858461,0.690597266676991,0.0,0.2005751258087707,0.016321580576960773,0.8569185220148748,0.5865776660721074,0.0,0.0,1.0,0.5119138956641667,0.007387535970128439,0.0010460077537126082,0.003550287420624404,0.0008462394601037814,0.0,0.0,0.001056333710768153,0.000961242681699484,0.0015665278459408797,0.14483261908501424,0.0002570743034223353,0.00070012206437487,0.00329034859472935,0.00329034859472935,0.0,1.0092512282165043e-05,0.0009569525351542564,0.0006804865893903693,0.16848307499384907,0.0011846287322513068,0.0004784583751733372,0.0,0.0009491375703194012,0.0007567306590005203,0.16848307499384907,0.3059400411689157,0.1660607588038962,0.0003964700930374327,0.00043582666298647534,0.016305875737981444,0.36405199413079437,0.002041650961176027,0.001384764130145737,0.01241579254079254,0.00025718129302840866,0.37929784648106646,0.1363827832349233,0.0015897483583925838,0.013949008498583569
137,3197,2013,35,0,0,0,0.018404263404307335,0.04732778110872971,0.6156817009278178,0.0,0.0,0.17647058823529413,0.0,1.0,0.0,1.0,0.629740410067387,0.17853722882623224,0.0,0.7550189746593932,0.6618596385904902,0.6703884905444372,0.0,0.1981242623253623,0.18924733326630908,0.8565461841047576,0.5847234256144365,0.0,0.0,0.0,0.5260026654432048,0.035112612098213786,0.004600951331124695,0.029882271498873368,0.011963205401198477,0.0,0.0,0.0007805518889465816,0.0009657983342193869,0.0012644389185487038,0.14432905158293882,0.00017046795133332122,0.0006728770180800336,0.0008764904238548775,0.000871788368245642,0.00043743937924345296,0.0015694686326981168,0.0006965734499568821,0.0003176500091045148,0.16811953459209347,0.0007720760945468396,0.0,0.0,0.0009195065631441102,0.0007854125697757476,0.16811953459209347,0.3053569028308028,0.1647136264559635,9.862258153475476e-05,0.00011499713369710609,0.016305875737981444,0.36401609726522277,0.001393516773464003,0.0008632641280037553,0.012145104895104895,0.0004123803117828599,0.37813430058110825,0.1360002811714874,0.0002905082642854635,0.009151274787535411
138,3197,2014,35,0,0,0,0.01742810042046689,0.04874963152283758,0.6646620929233251,0.0,0.0,0.23529411764705882,0.0,1.0,1.0,1.0,0.6901210601368929,0.1669297124878083,0.0,0.7540307302542675,0.4624231294837928,0.6679394234534646,0.0,0.146112047622766,0.09429761026934741,0.8403230987643031,0.5919936597254042,0.0,0.0,1.0,0.5037088241433056,0.008759053147444523,0.0006996059661129925,0.008032088585446542,0.021221508817303808,0.0,0.0,0.0008943766382443651,0.0013325074645829363,0.001503257830764529,0.14438973277390113,0.00014565989753965465,0.000879856779020773,0.0008996599732337189,0.0008949579176244834,0.0003918084824971343,0.0005381013760725633,0.0009111156086658101,0.000531811183903459,0.1681712818559172,0.0010112152696954949,0.0,0.0,0.001167743735180622,0.00102796761876207,0.1681712818559172,0.3052175970724326,0.16488318234452695,9.923799294599184e-05,0.00010064438735429626,0.016305875737981444,0.36402144627847155,0.001834212840809147,0.0011487173079060475,0.01214787296037296,0.00029724222521167995,0.3782573208249459,0.13602002666594107,0.0005569565268282024,0.008804532577903682
160,3570,2013,49,0,0,0,0.15225810855333127,0.2390651747564735,0.8604313453656316,1.0,0.0,0.35294117647058826,1.0,1.0,1.0,1.0,0.9800588066926554,0.1551775019471283,0.0,0.8276659340339085,0.6967759485426206,0.811656707156974,0.0,0.3800392508183064,0.04197520647717531,0.8630223680150295,0.5410895313719853,0.0,0.0,0.0,0.5126443117864581,0.00882491076674415,0.0042844393791345945,0.3561466455898715,0.019297082573029055,0.0,0.0,0.009954144797342525,0.0004332885291177248,0.03509322181906089,0.14438108326415222,0.01172283187987265,0.0004488268126839283,0.008418042455200826,0.00811240884060052,0.0,0.06796450139082062,0.05786833213072632,0.0028463368776134933,0.16403627070485807,0.0002235224411198341,0.0,0.004772371087952249,0.003673051590806949,0.0301289252991649,0.16403627070485807,0.30400893752529073,0.15971703221851372,0.019680404081454925,0.034259745429839276,0.016305875737981444,0.35643977785989245,0.00014090966201784144,0.0011660264263717466,0.01248513986013986,0.00025718129302840866,0.3783030118880322,0.14768912410546653,0.05972537783956792,0.024430594900849856
184,4187,2013,50,0,0,0,0.0015674205781136365,1.0,0.3696617045264736,0.0,0.0,0.23529411764705882,1.0,0.0,0.0,1.0,1.0,0.33433867619297464,0.0,0.64854299639867,0.0,0.4631568551247819,0.0,0.08267251560654632,0.47298981869507745,0.8585624441278477,0.6147605540375399,0.0,0.0,0.0,0.4955403334008082,0.024833702051442884,0.039962845042988346,0.14356294223395982,0.0864906107258967,0.0,0.0,0.00013724656085980068,0.00027605582471520903,0.00015973864898107212,0.14347442168323274,1.200923367944391e-05,0.000667608116687369,0.000245017984681248,0.0002408270220730164,7.040825324045498e-05,5.9996892894126115e-05,0.0001486158286548987,0.00019335217945492205,0.16795784026603808,0.00018583490276572782,0.0,0.0,0.00014097974491298216,0.00011457772996234535,0.16795784026603808,0.3050286423054593,0.16421350725427422,0.00014029057868992844,0.00011585171659695536,0.016305875737981444,0.3639752388400785,0.0003601897223269255,0.0006009244256122159,0.01201923076923077,0.00025718129302840866,0.37819089217212964,0.1355232238578542,0.0003589492151887539,0.0017960339943342775
185,4187,2014,50,0,0,0,0.001427431426763002,1.0,0.37191263135733943,0.0,0.0,0.29411764705882354,1.0,0.0,0.0,1.0,1.0,0.36500059549270913,0.0,0.6502812153064856,0.0,0.5151733060261183,0.0,0.1162483071399326,0.4870697021147457,0.8574397684417171,0.6355547977219956,0.0,1.0,0.0,0.5080416625004283,0.0002325263331130004,0.016069416535681197,0.45681752878724985,0.06866764964086734,0.0,0.0,0.00011773464038385747,0.00014473600620571822,0.00013709349790705946,0.14346577778276381,8.023702151513245e-06,0.000570026470781484,0.00027425250433866854,0.000271049654865711,0.0007049642888634159,0.0001986671064930216,0.0,0.00015414413922988274,0.16800977007389065,0.00014340732589880864,0.0,0.0,0.00032986191826677206,9.385003395091668e-05,0.16800977007389065,0.30492093456957375,0.16421933110823514,0.00013820630796696517,9.948194229176841e-05,0.016305875737981444,0.36395304276699325,0.00031470662143485365,0.0005171120799683698,0.012392628205128205,0.0002598520218406267,0.3781396179118083,0.13538438863341587,0.00018483933771268717,0.003382436260623229
198,4447,2013,29,0,0,0,0.37170142470787537,0.7543301156242334,0.9232583069140315,1.0,0.0,0.7647058823529411,1.0,1.0,1.0,1.0,0.7637899696722027,0.11153547187640084,0.0,0.8840574392373617,0.8757307588280768,0.9258689320809042,0.0,0.6500387242131944,0.08536750440287363,0.8740290964174438,0.5579959934145302,0.0,0.0,0.0,0.4846377083124738,0.04628881242025447,0.00044479544492437723,0.0023875705202852206,0.005505767785877959,0.0,0.0,0.053793845518639236,0.08814560701353154,0.1551058581181011,0.2820345980389957,0.013641105803619717,0.06893686296855198,0.01108434649570447,0.01108434649570447,0.016665197072568555,0.008081085144506825,0.04769363439573397,0.15239261504049156,0.1982110685175044,0.020187485451890724,0.0,0.0,0.1016318750290576,0.07923350294094304,0.20816368643697866,0.3906120797339855,0.2689871262175601,0.13338752050161837,0.15271555659355826,0.016305875737981444,0.43894555199592455,0.11072370900866943,0.0965341881924029,0.030594405594405596,0.051693439898710135,0.3980781647612898,0.15391871422999828,0.07580331143656419,0.04702549575070822
199,4447,2014,29,0,0,0,0.3765132764142769,0.7593194377410801,0.9225148867538414,1.0,0.0,0.8235294117647058,1.0,1.0,1.0,1.0,0.7791961025278455,0.11591821110772578,0.0,0.888314538739646,0.8840881209905874,0.8730036184441973,0.0,0.4596076458752515,0.06363681103120222,0.8813665413829616,0.5533757349780251,0.0,0.0,0.0,0.5047072801292438,0.006794206773003342,0.006648844331167347,0.025621563550448204,0.040521588328729284,0.0,0.0,0.04183270670812194,0.029590843890744588,0.13995588200706666,0.2679272588570531,0.018378624412292016,0.02004404522944364,0.009739183789929056,0.009739183789929056,0.0029979719601446082,0.009031501099329542,0.05208461660301649,0.1591590144173896,0.18149638483455954,0.011151787036841103,0.0,0.0,0.07517783253521781,0.07168493549325831,0.18645682040048572,0.38346909692288744,0.2576970233635311,0.13504797015835232,0.14605936431771374,0.016305875737981444,0.4308556627431003,0.06511496419148134,0.04651707334670077,0.038461538461538464,0.029338450581625385,0.40639598921341485,0.15205935439398474,0.06491128362060108,0.04182436260623229
